accuracy,precision,recall,f1,roc_auc,avg_precision,fpr,fnr,tpr,specificity
0.93319297524905,0.6975535168195719,0.5857729840780688,0.6367950865438302,0.7864462193468384,0.603890440765158,0.028213613282364353,0.4142270159219312,0.5857729840780688,0.9717863867176356
